weather_condition,time,stop_location,accident_severity,crime_category,passenger_count
Rainy,Night,Zone D,Minor,None,76.0
Cloudy,Night,Zone B,Severe,Vandalism,101.7223882194989
Rainy,Evening,Zone C,Severe,Theft,244.07129014423822
Foggy,Afternoon,Zone D,Minor,None,101.0
Stormy,Morning,Zone A,Minor,Theft,205.70872732020428
Stormy,Morning,Zone B,Major,Assault,110.86655662408442
Clear,Morning,Zone E,None,Theft,88.66122357535217
Foggy,Night,Zone A,Severe,Vandalism,71.69414920615196
Foggy,Evening,Zone B,Severe,Vandalism,220.23994528678
Rainy,Evening,Zone D,None,Assault,96.57983798561524
Foggy,Night,Zone B,None,Drug Offense,69.11462938825892
Clear,Morning,Zone A,Major,Assault,129.9079225314467
Rainy,Morning,Zone C,None,Drug Offense,98.31473687692429
Cloudy,Evening,Zone C,Major,Assault,109.44180233910527
Rainy,Afternoon,Zone A,Major,None,67.0
Cloudy,Night,Zone D,Minor,Assault,94.0
Rainy,Afternoon,Zone C,Severe,Drug Offense,78.09808898802564
Stormy,Morning,Zone E,Major,Vandalism,177.6738874045013
Cloudy,Night,Zone E,Minor,Theft,98.0
Clear,Night,Zone E,Minor,Theft,74.43061869551866
Cloudy,Afternoon,Zone B,Severe,Theft,94.13288498824667
Cloudy,Night,Zone D,Minor,Drug Offense,95.0
Rainy,Evening,Zone D,Severe,None,232.2588831866948
Stormy,Afternoon,Zone C,Major,Vandalism,47.27224050871652
Rainy,Evening,Zone A,Major,Drug Offense,96.74817035200117
Rainy,Morning,Zone E,Severe,None,259.3611842450198
Stormy,Afternoon,Zone E,Major,Assault,59.23518062517281
Rainy,Night,Zone A,Severe,Drug Offense,75.34672455135643
Stormy,Afternoon,Zone A,Minor,None,112.94898982405074
Clear,Evening,Zone E,None,Vandalism,73.89384270823388
Stormy,Evening,Zone A,Minor,Theft,167.2253750467983
Foggy,Morning,Zone B,Severe,Assault,160.94553781610728
Stormy,Night,Zone C,Minor,Assault,99.82482099745263
Stormy,Night,Zone B,None,Theft,43.703008303361635
Foggy,Morning,Zone E,Severe,Vandalism,207.9679211688336
Stormy,Evening,Zone C,Major,Theft,168.8731558734992
Cloudy,Night,Zone C,Minor,None,99.0
Rainy,Night,Zone C,None,Drug Offense,70.4274348401764
Rainy,Evening,Zone D,None,Vandalism,56.99391514950847
Clear,Morning,Zone D,None,None,109.005238401192
Clear,Evening,Zone C,Major,Theft,82.94228247284902
Foggy,Night,Zone D,Major,Vandalism,62.0
Cloudy,Afternoon,Zone B,None,Vandalism,40.27401849338155
Clear,Morning,Zone E,None,Theft,64.21512685012023
Rainy,Afternoon,Zone E,Major,None,65.0
Clear,Evening,Zone E,Severe,Drug Offense,138.07638530026395
Clear,Morning,Zone A,Major,Assault,99.43900500310606
Stormy,Morning,Zone B,Minor,Assault,152.45244573059708
Clear,Morning,Zone E,Major,Drug Offense,105.28009594967435
Foggy,Evening,Zone E,Severe,Drug Offense,139.61601388775006
Rainy,Morning,Zone E,Severe,Assault,175.31382249256592
Foggy,Morning,Zone E,Severe,Assault,255.12442897757742
Foggy,Night,Zone D,Severe,Assault,108.3171926769556
Cloudy,Morning,Zone D,Major,Drug Offense,118.39286403923322
Stormy,Night,Zone B,Severe,None,99.70315631028262
Foggy,Morning,Zone B,Major,Theft,86.24868369369932
Cloudy,Evening,Zone E,Severe,None,179.22604373973945
Rainy,Morning,Zone E,Severe,Theft,143.21806111382537
Rainy,Morning,Zone E,Major,Assault,118.6498783429016
Cloudy,Evening,Zone A,Minor,Drug Offense,183.11545464096412
Foggy,Morning,Zone C,Severe,Assault,131.44273828475423
Foggy,Afternoon,Zone D,Minor,None,107.0
Stormy,Morning,Zone E,None,Theft,103.65772805288951
Stormy,Morning,Zone A,Severe,Vandalism,145.58939235132763
Rainy,Night,Zone A,Severe,Theft,111.4444807229837
Stormy,Night,Zone A,Severe,Theft,33.038155178599155
Cloudy,Afternoon,Zone D,None,Drug Offense,71.00707542601327
Rainy,Evening,Zone C,Minor,Theft,106.03599976725111
Foggy,Morning,Zone E,Severe,None,262.0752860857277
Rainy,Night,Zone E,Major,Vandalism,74.0
Clear,Afternoon,Zone C,None,Vandalism,39.19297994089052
Rainy,Evening,Zone D,Minor,Theft,136.71596846427744
Stormy,Night,Zone A,Minor,Assault,71.61110709536884
Cloudy,Evening,Zone E,None,None,111.8963634504749
Foggy,Afternoon,Zone A,Severe,None,122.87045827027167
Foggy,Evening,Zone C,Severe,Assault,201.5910081266006
Stormy,Evening,Zone E,None,Drug Offense,95.76124468254675
Stormy,Afternoon,Zone E,None,Drug Offense,77.53180020139881
Stormy,Evening,Zone E,None,Drug Offense,77.20413461033289
Clear,Afternoon,Zone B,Severe,Assault,35.1949699258955
Cloudy,Evening,Zone C,None,Drug Offense,131.57594529690832
Clear,Night,Zone C,None,Drug Offense,30.339621402100835
Stormy,Night,Zone A,Minor,Theft,103.3216116414157
Cloudy,Night,Zone D,Major,Assault,63.0
Stormy,Night,Zone E,None,Drug Offense,64.1598541099329
Cloudy,Afternoon,Zone E,Major,None,99.0
Foggy,Evening,Zone E,Minor,Drug Offense,151.43360903798515
Clear,Afternoon,Zone C,None,Theft,78.4418398676427
Stormy,Morning,Zone E,Major,Assault,83.7103367523052
Stormy,Evening,Zone C,Severe,Drug Offense,275.5026025333129
Rainy,Afternoon,Zone D,Major,Theft,50.0
Foggy,Evening,Zone D,None,Drug Offense,106.37236939534762
Stormy,Evening,Zone C,Severe,Vandalism,292.0
Clear,Morning,Zone E,Minor,Drug Offense,123.80108306244117
Foggy,Night,Zone C,Major,Drug Offense,70.0
Stormy,Evening,Zone E,None,Vandalism,94.52791975385418
Clear,Evening,Zone E,None,Assault,123.22790469055384
Rainy,Morning,Zone B,Severe,Drug Offense,175.50236199184107
Rainy,Afternoon,Zone C,Major,Assault,48.0
Clear,Night,Zone A,Severe,Theft,57.00202927217215
Foggy,Afternoon,Zone A,Severe,None,69.28735263336365
Clear,Afternoon,Zone D,Severe,Assault,44.51332284184416
Clear,Afternoon,Zone E,None,Drug Offense,29.18616571325141
Rainy,Night,Zone E,Severe,Theft,18.130355355651904
Rainy,Afternoon,Zone B,None,Theft,67.44629982206929
Rainy,Afternoon,Zone E,Major,None,78.0
Stormy,Night,Zone D,Major,Vandalism,62.26382687378361
Stormy,Night,Zone C,Severe,Theft,20.78124076332758
Cloudy,Morning,Zone C,Minor,Drug Offense,174.39114437917718
Stormy,Afternoon,Zone D,Major,None,96.74143859336279
Foggy,Morning,Zone B,Major,Drug Offense,107.39523329378193
Foggy,Evening,Zone C,Severe,Vandalism,222.64329944570156
Rainy,Morning,Zone D,Minor,Drug Offense,138.02540181099397
Clear,Morning,Zone E,Minor,Vandalism,139.9312203843919
Rainy,Morning,Zone C,Severe,None,187.8845189026605
Clear,Morning,Zone D,Severe,Drug Offense,123.9661020372955
Rainy,Afternoon,Zone B,Major,Assault,41.0
Rainy,Evening,Zone C,Major,Drug Offense,108.35267078045119
Foggy,Evening,Zone B,Minor,Assault,182.48267694776564
Clear,Night,Zone A,Major,Assault,31.221336748947106
Cloudy,Evening,Zone B,Minor,Drug Offense,172.02798018598983
Cloudy,Morning,Zone D,Severe,Assault,177.91770165118282
Rainy,Night,Zone E,Severe,Theft,53.05256372716894
Rainy,Morning,Zone C,Minor,Theft,169.38468561627195
Foggy,Afternoon,Zone B,Minor,Drug Offense,78.0
Clear,Afternoon,Zone C,Severe,Theft,112.91529176248329
Rainy,Evening,Zone C,Minor,Assault,129.84331535807522
Cloudy,Morning,Zone D,None,None,119.42142832111628
Clear,Morning,Zone D,None,Drug Offense,96.02817426954822
Rainy,Morning,Zone A,Severe,Vandalism,146.50054321318444
Clear,Night,Zone E,None,Theft,47.10291644600603
Foggy,Night,Zone A,Minor,Theft,83.0
Cloudy,Night,Zone D,Minor,Assault,100.0
Clear,Evening,Zone A,Minor,Theft,126.21211660675664
Cloudy,Evening,Zone B,None,Drug Offense,82.85101663779865
Rainy,Morning,Zone B,None,None,110.97317075262497
Stormy,Morning,Zone C,Severe,Theft,155.5295866609327
Clear,Evening,Zone A,None,Drug Offense,60.88996486042394
Cloudy,Night,Zone A,None,None,69.64699734239265
Clear,Night,Zone D,None,Theft,41.107229214559275
Rainy,Night,Zone A,Major,Vandalism,33.0
Rainy,Night,Zone C,None,Drug Offense,50.19519472690233
Cloudy,Night,Zone D,Severe,Assault,44.488298677709906
Foggy,Evening,Zone C,Severe,Assault,173.8156331077597
Clear,Afternoon,Zone B,Severe,None,83.27223627096777
Clear,Afternoon,Zone D,None,Drug Offense,36.64362861918528
Rainy,Afternoon,Zone E,Major,None,74.0
Clear,Morning,Zone C,None,Drug Offense,77.22437752439133
Cloudy,Morning,Zone E,Minor,Theft,150.27148059929743
Stormy,Night,Zone E,None,Theft,86.97494487546034
Rainy,Morning,Zone C,Severe,Drug Offense,118.88770975691384
Stormy,Evening,Zone D,Major,None,132.78192223169432
Clear,Afternoon,Zone E,None,Drug Offense,75.9390041359551
Foggy,Evening,Zone D,Severe,Theft,202.02441246625486
Cloudy,Evening,Zone E,None,Assault,121.27351168042551
Clear,Evening,Zone C,Severe,Theft,147.96045825814744
Cloudy,Night,Zone A,Major,Vandalism,41.0
Clear,Night,Zone D,Severe,None,36.47220369588068
Clear,Night,Zone E,Severe,None,79.63176245140447
Clear,Morning,Zone A,Minor,None,143.12966640686113
Rainy,Night,Zone A,None,Vandalism,79.57913893704388
Stormy,Morning,Zone A,Minor,None,220.8978551975107
Foggy,Evening,Zone C,Severe,Vandalism,197.52105137565218
Stormy,Afternoon,Zone C,None,Assault,62.63543595230229
Stormy,Night,Zone C,Minor,Theft,87.63041619614225
Cloudy,Morning,Zone C,Major,Theft,109.14471521322331
Rainy,Morning,Zone D,Minor,Theft,111.42029217945692
Rainy,Night,Zone E,Severe,Vandalism,65.20407001313701
Clear,Night,Zone D,Severe,Theft,92.64828539889211
Stormy,Evening,Zone A,None,Assault,103.59004100250043
Foggy,Morning,Zone E,Severe,Drug Offense,172.87605897721946
Cloudy,Afternoon,Zone E,Minor,Assault,97.0
Rainy,Evening,Zone A,Minor,Theft,140.28529739792899
Clear,Morning,Zone B,Severe,None,178.32135528735526
Foggy,Evening,Zone E,Major,Drug Offense,147.15918427199284
Stormy,Evening,Zone D,Severe,Drug Offense,191.77643971506131
Foggy,Night,Zone E,Major,Drug Offense,84.0
Rainy,Afternoon,Zone A,None,None,53.234983302238646
Cloudy,Afternoon,Zone A,Minor,Drug Offense,123.0
Stormy,Morning,Zone D,Severe,Vandalism,180.16326385394026
Cloudy,Evening,Zone A,Severe,None,155.59558929430432
Foggy,Night,Zone E,Minor,Vandalism,61.0
Foggy,Morning,Zone C,Minor,None,150.4289366633381
Clear,Morning,Zone D,Severe,Theft,141.95254622395998
Stormy,Morning,Zone A,Minor,Drug Offense,193.5608869958601
Foggy,Afternoon,Zone B,None,None,68.54579958202567
Rainy,Evening,Zone B,Minor,Vandalism,162.77254058363815
Rainy,Evening,Zone C,Minor,Assault,126.07495850095968
Cloudy,Night,Zone E,Major,Drug Offense,60.0
Rainy,Afternoon,Zone C,Severe,Vandalism,61.35214409934904
Foggy,Afternoon,Zone E,Major,Assault,70.0
Rainy,Morning,Zone B,Minor,None,168.47435430209492
Stormy,Night,Zone A,Minor,Drug Offense,93.57426346821418
Cloudy,Morning,Zone C,Major,Assault,147.25850490445117
Stormy,Night,Zone A,Major,Vandalism,65.13710771507483
Foggy,Night,Zone B,Major,Assault,95.0
Foggy,Afternoon,Zone E,Severe,None,80.52254185093739
Rainy,Afternoon,Zone A,Major,None,69.0
Clear,Evening,Zone B,Major,None,107.34313060869326
Clear,Evening,Zone D,Minor,None,173.48839047217456
Foggy,Evening,Zone C,None,None,136.220951882971
Foggy,Afternoon,Zone E,None,Theft,57.05746068682763
Cloudy,Morning,Zone E,Severe,Assault,258.28261748210906
Foggy,Night,Zone D,None,Vandalism,44.77716125226441
Foggy,Night,Zone C,Major,Drug Offense,76.0
Cloudy,Evening,Zone A,Major,Assault,130.26096458527462
Stormy,Night,Zone B,Minor,Theft,80.52351980057075
Stormy,Night,Zone B,None,Assault,56.91432434828101
Cloudy,Afternoon,Zone A,None,Drug Offense,39.16839389448118
Cloudy,Afternoon,Zone A,Minor,Drug Offense,72.0
Stormy,Night,Zone C,Minor,Assault,150.8513167097113
Stormy,Morning,Zone D,None,Vandalism,131.54492721429096
Stormy,Evening,Zone B,Severe,Vandalism,130.8406912450448
Stormy,Night,Zone D,Major,Drug Offense,46.954480093988124
Rainy,Night,Zone C,Major,Drug Offense,74.0
Cloudy,Evening,Zone A,None,Assault,113.41032784012152
Clear,Afternoon,Zone B,None,None,19.717331040578138
Rainy,Evening,Zone D,Minor,Drug Offense,103.2183836011605
Clear,Morning,Zone E,Severe,Assault,126.52310040087639
Clear,Night,Zone B,Minor,Theft,80.62447431812608
Foggy,Night,Zone E,Major,Theft,81.0
Cloudy,Night,Zone E,Severe,Vandalism,103.49038416384094
Rainy,Evening,Zone E,Severe,Vandalism,212.62449234623742
Cloudy,Morning,Zone E,Major,Drug Offense,128.3764047339439
Stormy,Night,Zone B,Minor,Assault,125.74759883554881
Cloudy,Afternoon,Zone E,Severe,Theft,105.53669843648062
Clear,Morning,Zone B,Minor,Assault,122.26631257151074
Stormy,Morning,Zone A,Minor,Theft,124.23850873519733
Cloudy,Morning,Zone D,Minor,Drug Offense,186.73446732613291
Cloudy,Morning,Zone D,None,Assault,135.56933563726585
Clear,Afternoon,Zone D,Minor,Vandalism,73.66027037677456
Stormy,Morning,Zone A,Minor,Assault,162.61768483122205
Clear,Afternoon,Zone D,Severe,Vandalism,44.2851880585193
Cloudy,Evening,Zone A,Minor,Theft,145.83821587709357
Rainy,Evening,Zone C,None,Assault,96.72498653308931
Rainy,Evening,Zone B,Minor,Vandalism,125.41809527433449
Foggy,Evening,Zone C,Severe,Assault,167.77807788908268
Rainy,Afternoon,Zone A,Major,Drug Offense,67.0
Stormy,Night,Zone E,Severe,Vandalism,0.0
Foggy,Afternoon,Zone A,Minor,None,112.0
Stormy,Evening,Zone B,Minor,Theft,261.43846339632574
Rainy,Night,Zone C,Major,Assault,68.0
Rainy,Night,Zone A,Severe,Assault,46.92214071165879
Cloudy,Night,Zone B,None,Theft,52.79340495746822
Stormy,Night,Zone E,None,Vandalism,46.57517215444516
Clear,Morning,Zone C,Major,Theft,76.60162045514171
Cloudy,Evening,Zone C,Minor,Assault,140.43390831525792
Stormy,Evening,Zone D,Minor,None,232.36354586668884
Foggy,Evening,Zone C,Severe,Assault,193.63836408575875
Stormy,Afternoon,Zone D,None,Drug Offense,53.988914562461936
Foggy,Evening,Zone C,None,Vandalism,124.48184870505673
Foggy,Evening,Zone C,Minor,None,154.65329761038402
Rainy,Evening,Zone A,None,Theft,95.06905772861901
Clear,Afternoon,Zone E,Minor,Vandalism,83.169879236117
Stormy,Evening,Zone E,Major,Assault,155.08430058217678
Clear,Evening,Zone C,Minor,None,112.4729854708116
Foggy,Morning,Zone C,None,Theft,93.65878427961985
Rainy,Evening,Zone D,Minor,Theft,175.45153574151226
Clear,Night,Zone E,Minor,Assault,76.90850507388924
Cloudy,Afternoon,Zone A,Minor,Theft,79.0
Foggy,Night,Zone E,Major,Drug Offense,61.0
Cloudy,Morning,Zone B,None,Drug Offense,136.98567525929138
Clear,Evening,Zone E,None,None,100.11487095913205
Clear,Afternoon,Zone A,Minor,Vandalism,74.92668903055649
Clear,Morning,Zone E,Major,Drug Offense,113.77376126593053
Stormy,Afternoon,Zone A,None,Vandalism,37.740448262196594
Foggy,Night,Zone D,Minor,None,95.0
Foggy,Morning,Zone C,Minor,Theft,161.8245654260367
Foggy,Afternoon,Zone D,None,Drug Offense,49.261411129969986
Stormy,Night,Zone C,Minor,Drug Offense,75.88886127110942
Clear,Morning,Zone D,None,Assault,77.21099294406767
Clear,Evening,Zone D,Severe,None,214.70321583067758
Cloudy,Evening,Zone C,Minor,Vandalism,181.12083401639055
Stormy,Night,Zone A,Minor,Vandalism,128.66140995785068
Rainy,Evening,Zone B,None,Drug Offense,89.01177563793897
Stormy,Evening,Zone C,Minor,Assault,206.44621872500258
Cloudy,Morning,Zone A,None,Assault,110.55193165822136
Cloudy,Morning,Zone A,Severe,Drug Offense,190.4351057503737
Cloudy,Morning,Zone A,None,Assault,109.59780565893246
Clear,Morning,Zone E,None,Vandalism,81.94535806943749
Rainy,Morning,Zone C,Severe,Theft,138.0052541907981
Cloudy,Morning,Zone C,Severe,None,229.2980420640201
Foggy,Evening,Zone D,None,Theft,84.01128780254615
Clear,Morning,Zone C,Severe,Drug Offense,124.75244075160532
Rainy,Afternoon,Zone A,Major,Theft,58.0
Foggy,Afternoon,Zone B,Major,None,87.0
Rainy,Night,Zone B,Minor,Vandalism,97.0
Rainy,Afternoon,Zone D,Severe,None,66.9411946402921
Foggy,Morning,Zone C,Major,Assault,101.19028089200397
Stormy,Evening,Zone B,Severe,Drug Offense,20.135038320578794
Rainy,Afternoon,Zone C,Major,None,71.0
Stormy,Morning,Zone D,Severe,Assault,131.03548297387243
Rainy,Morning,Zone C,Major,Assault,115.55296582234405
Foggy,Evening,Zone D,None,Assault,103.48274139455089
Rainy,Morning,Zone E,None,None,86.47756379713293
Cloudy,Morning,Zone B,Major,Theft,126.40665862262227
Cloudy,Afternoon,Zone D,Severe,None,109.53849001577146
Rainy,Afternoon,Zone D,Major,Assault,51.0
Foggy,Night,Zone D,Minor,Theft,105.0
Foggy,Night,Zone D,None,Drug Offense,48.888538280277466
Clear,Afternoon,Zone D,Minor,Assault,69.69281633742656
Foggy,Afternoon,Zone D,Major,Vandalism,89.0
Stormy,Night,Zone C,None,None,61.74153857595298
Rainy,Night,Zone A,None,Assault,70.48276732909314
Cloudy,Afternoon,Zone D,Severe,Drug Offense,70.97734250976723
Foggy,Morning,Zone A,Major,None,113.34990044726476
Cloudy,Morning,Zone E,None,Assault,97.86601254107597
Clear,Evening,Zone E,None,Drug Offense,138.57569238337842
Rainy,Afternoon,Zone B,Major,Theft,74.0
Foggy,Afternoon,Zone D,Minor,Assault,100.0
Cloudy,Afternoon,Zone B,None,Assault,44.68346449140183
Foggy,Afternoon,Zone B,Severe,Theft,75.04938742753642
Clear,Afternoon,Zone B,Minor,Theft,75.81803947866396
Cloudy,Night,Zone B,Severe,Theft,117.71142914675782
Cloudy,Night,Zone C,Major,Theft,62.0
Rainy,Morning,Zone D,Minor,None,187.28514622975104
Rainy,Morning,Zone C,Severe,Theft,252.45389885167862
Cloudy,Afternoon,Zone B,Minor,Theft,91.0
Rainy,Night,Zone D,Major,Vandalism,59.0
Cloudy,Morning,Zone E,Minor,Drug Offense,199.2184596523852
Stormy,Afternoon,Zone C,Severe,Drug Offense,16.273601372849217
Foggy,Evening,Zone E,Severe,None,223.24478857071713
Stormy,Afternoon,Zone D,None,None,70.09125608716414
Stormy,Evening,Zone B,Severe,Vandalism,153.42702277158014
Foggy,Evening,Zone D,None,Theft,97.70253545525516
Cloudy,Afternoon,Zone B,Major,Theft,71.0
Cloudy,Afternoon,Zone E,None,Vandalism,68.76077203899005
Rainy,Afternoon,Zone D,Major,Theft,67.0
Clear,Afternoon,Zone D,Major,Assault,69.80161910061332
Cloudy,Morning,Zone D,None,Drug Offense,63.383690037069336
Foggy,Morning,Zone C,Minor,Assault,152.48738085017894
Clear,Evening,Zone A,Severe,Vandalism,156.6464743292559
Foggy,Afternoon,Zone C,Severe,None,125.61694834001733
Foggy,Morning,Zone E,None,Vandalism,102.44484898112464
Foggy,Morning,Zone B,Minor,Drug Offense,117.02278426044836
Clear,Night,Zone E,None,Vandalism,23.120803478332235
Stormy,Night,Zone D,Minor,Assault,82.31839685617994
Foggy,Morning,Zone A,Minor,Theft,203.1855781760501
Rainy,Evening,Zone D,Major,Assault,180.47432534347865
Cloudy,Morning,Zone C,Minor,Drug Offense,171.6799822089704
Cloudy,Afternoon,Zone B,None,None,68.39440286582744
Cloudy,Morning,Zone E,Major,Vandalism,104.33985970218227
Clear,Night,Zone C,Minor,Drug Offense,89.10869006743302
Rainy,Night,Zone A,Severe,Vandalism,101.23260287174595
Rainy,Afternoon,Zone C,Severe,Drug Offense,40.77851717042092
Rainy,Morning,Zone C,None,Vandalism,94.04385219813668
Rainy,Afternoon,Zone A,Severe,Assault,50.570530492372185
Rainy,Evening,Zone E,Minor,Theft,153.70494410346575
Stormy,Night,Zone B,None,Assault,64.40059990805736
Rainy,Morning,Zone C,Severe,Assault,214.26227119366322
Rainy,Morning,Zone D,Major,Vandalism,113.3339872139821
Clear,Evening,Zone E,Minor,None,130.02958384551002
Clear,Evening,Zone E,Major,Drug Offense,88.613846336881
Rainy,Night,Zone A,Major,Assault,51.0
Stormy,Evening,Zone E,Major,None,129.90645522263543
Rainy,Night,Zone D,None,Assault,47.519932598625786
Rainy,Night,Zone E,None,Assault,50.22135526398673
Rainy,Afternoon,Zone B,None,Assault,24.811915492276036
Foggy,Afternoon,Zone A,Major,None,82.0
Stormy,Night,Zone D,Major,Assault,66.97930308813547
Cloudy,Morning,Zone B,Minor,None,172.64033387100895
Rainy,Afternoon,Zone A,Severe,Assault,76.80287660212886
Cloudy,Morning,Zone A,Severe,Assault,244.82578825951083
Stormy,Evening,Zone B,Minor,Theft,179.0502491962596
Rainy,Morning,Zone E,Major,Theft,99.32285787186146
Cloudy,Evening,Zone D,Severe,Vandalism,153.97767845307885
Cloudy,Night,Zone D,None,Assault,60.555378437578646
Stormy,Night,Zone C,Severe,Theft,30.481732378561734
Rainy,Night,Zone C,Minor,None,124.0
Foggy,Evening,Zone A,Major,None,159.6621872233747
Stormy,Morning,Zone C,Severe,Theft,154.77445011281483
Foggy,Afternoon,Zone D,None,Theft,68.48884945661746
Rainy,Afternoon,Zone D,Severe,Vandalism,111.98095659545396
Cloudy,Morning,Zone C,None,Vandalism,65.36129988905608
Stormy,Afternoon,Zone C,Major,Theft,80.15870575167489
